#Genus	Species	Strain	NCBI accession	From	To	BGC type	On contig edge	Most similar known cluster	Similarity in %	MIBiG BGC-ID	Results URL
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	2350326	2371313	terpene	false	phosphonoglycans	3	BGC0000806	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=2350326&end=2371313
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	2419242	2440154	terpene	false	meridamycin	10	BGC0001011	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=2419242&end=2440154
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	2870078	2891955	thioamitides	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=2870078&end=2891955
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	2920376	3008579	lassopeptide nrps hybrid	false	chitinimide B/chitinimide F/chitinimide D/chitinimide A/chitinimide C/chitinimide E/chitinimide G	66	BGC0002503	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=2920376&end=3008579
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	3198295	3239366	t3pks	false	loseolamycin A1/loseolamycin A2	84	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=3198295&end=3239366
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	3874583	3944012	t1pks nrps hybrid	false	dynemicin A	8	BGC0001060	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=3874583&end=3944012
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	3976999	3988952	ripp-like	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=3976999&end=3988952
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	4403351	4462444	nrps	false	vioprolide A/vioprolide B/vioprolide C/vioprolide D	16	BGC0001822	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=4403351&end=4462444
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	4755131	4766058	butyrolactone	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=4755131&end=4766058
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	4815482	4858668	nrps	false	azicemicin B	13	BGC0000202	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=4815482&end=4858668
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	4887250	4937140	t1pks nrps nrps-like hybrid	false	omnipeptin	9	BGC0002079	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=4887250&end=4937140
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	5450511	5495863	t1pks	false	hexacosalactone A	9	BGC0002497	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=5450511&end=5495863
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	5521744	5580518	t1pks naggn hybrid	false	tripartilactam/niizalactam C	24	BGC0002517	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=5521744&end=5580518
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	5685336	5727142	nrps-like	false	sceliphrolactam	8	BGC0001770	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=5685336&end=5727142
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	6110302	6158968	nrps	false	rishirilide B/rishirilide A	7	BGC0001179	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=6110302&end=6158968
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	6340031	6383154	nrps-like	false	trehangelin	50	BGC0001810	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=6340031&end=6383154
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	6476279	6530708	nrps	false	rakicidin A/rakicidin B	13	BGC0001328	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=6476279&end=6530708
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	6531474	6554030	ripp-like lanthipeptide-class-iii hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=6531474&end=6554030
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	6705705	7032637	nrps ni-siderophore t1pks nrps-like hybrid	false	quinolidomicin A	61	BGC0002520	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=6705705&end=7032637
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	7038852	7095476	nrps betalactone hybrid	false	omnipeptin	17	BGC0002078	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=7038852&end=7095476
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	7119194	7164729	terpene oligosaccharide nrps hybrid	false	brasilicardin A	53	BGC0000632	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=7119194&end=7164729
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	7210418	7230910	phenazine	false	endophenazine A/endophenazine B	44	BGC0001080	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=7210418&end=7230910
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	7232253	7325309	nrps t3pks hybrid	false	feglymycin	63	BGC0001233	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=7232253&end=7325309
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	7445057	7468078	lanthipeptide-class-ii	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=7445057&end=7468078
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	7811712	7861945	nrps	false	branched-chain fatty acids	100	BGC0001534	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=7811712&end=7861945
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	7881004	7893862	hydrogen-cyanide	false	aborycin	21	BGC0002285	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=7881004&end=7893862
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	7902931	7955904	nrps	false	vazabitide A	6	BGC0001818	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=7902931&end=7955904
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	7968142	7991022	lanthipeptide-class-ii	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=7968142&end=7991022
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	8235611	8261984	lap	false	tetrocarcin A	4	BGC0000162	https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=8235611&end=8261984
Polymorphospora	Unknown	NBRC 101157	NZ_AP023359.1	8339311	8365212	lanthipeptide-class-i	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_AP023359.1&start=8339311&end=8365212
Salinispora	Unknown	RJA3005	NZ_JALPRT010000001.1	117349	191034	pks-like t1pks hybrid	false	calicheamicin	40	BGC0000033	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000001.1&start=117349&end=191034
Salinispora	Unknown	RJA3005	NZ_JALPRT010000001.1	215524	297875	nrps t1pks hybrid	false	maduropeptin	39	BGC0001008	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000001.1&start=215524&end=297875
Salinispora	Unknown	RJA3005	NZ_JALPRT010000012.1	3331	56135	t1pks oligosaccharide pks-like hybrid	false	calicheamicin	41	BGC0000033	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000012.1&start=3331&end=56135
Salinispora	Unknown	RJA3005	NZ_JALPRT010000015.1	55044	78254	indole	false	staurosporine	76	BGC0000827	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000015.1&start=55044&end=78254
Salinispora	Unknown	RJA3005	NZ_JALPRT010000017.1	49182	70007	terpene	false	frankiamicin	14	BGC0001197	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000017.1&start=49182&end=70007
Salinispora	Unknown	RJA3005	NZ_JALPRT010000018.1	32781	88264	t2pks	true	pradimicin-A	25	BGC0000256	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000018.1&start=32781&end=88264
Salinispora	Unknown	RJA3005	NZ_JALPRT010000019.1	50670	73622	lanthipeptide-class-ii	false	azalomycin F3a	8	BGC0001523	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000019.1&start=50670&end=73622
Salinispora	Unknown	RJA3005	NZ_JALPRT010000019.1	90247	111414	amglyccycl	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000019.1&start=90247&end=111414
Salinispora	Unknown	RJA3005	NZ_JALPRT010000002.1	0	62323	nrps	true	thiocoraline	13	BGC0000445	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000002.1&start=0&end=62323
Salinispora	Unknown	RJA3005	NZ_JALPRT010000002.1	64882	88044	guanidinotides	false	ketomemicin B3/ketomemicin B4	83	BGC0001633	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000002.1&start=64882&end=88044
Salinispora	Unknown	RJA3005	NZ_JALPRT010000002.1	234728	264519	ni-siderophore	false	FW0622	62	BGC0002690	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000002.1&start=234728&end=264519
Salinispora	Unknown	RJA3005	NZ_JALPRT010000022.1	0	23487	nrps-like	true	rifamycin	28	BGC0000137	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000022.1&start=0&end=23487
Salinispora	Unknown	RJA3005	NZ_JALPRT010000023.1	0	22794	nrps-like	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000023.1&start=0&end=22794
Salinispora	Unknown	RJA3005	NZ_JALPRT010000028.1	17326	32139	naggn	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000028.1&start=17326&end=32139
Salinispora	Unknown	RJA3005	NZ_JALPRT010000003.1	45864	91672	t1pks	false	maduropeptin	30	BGC0001008	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000003.1&start=45864&end=91672
Salinispora	Unknown	RJA3005	NZ_JALPRT010000043.1	11923	40819	nrps-like	true	stenothricin	31	BGC0000431	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000043.1&start=11923&end=40819
Salinispora	Unknown	RJA3005	NZ_JALPRT010000049.1	20739	31675	butyrolactone	false	salinipostin G	66	BGC0001458	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000049.1&start=20739&end=31675
Salinispora	Unknown	RJA3005	NZ_JALPRT010000005.1	113502	201530	nrps t1pks terpene hybrid	true	neocarzinostatin	21	BGC0000112	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000005.1&start=113502&end=201530
Salinispora	Unknown	RJA3005	NZ_JALPRT010000051.1	13034	32368	lap thiopeptide hybrid	true	tobramycin	5	BGC0000721	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000051.1&start=13034&end=32368
Salinispora	Unknown	RJA3005	NZ_JALPRT010000053.1	0	31086	t1pks nrps hybrid	true	montamide A/capsimycin/clifednamide A/frontalamide A/combamide A	33	BGC0002509	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000053.1&start=0&end=31086
Salinispora	Unknown	RJA3005	NZ_JALPRT010000058.1	0	27306	t3pks	true	loseolamycin A1/loseolamycin A2	56	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000058.1&start=0&end=27306
Salinispora	Unknown	RJA3005	NZ_JALPRT010000006.1	99411	166217	lanthipeptide-class-ii nrps lanthipeptide-class-i hybrid	false	sandarazol A/sandarazol C/sandarazol E/sandarazol G/sandarazol B/sandarazol D/sandarazol F	12	BGC0002114	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000006.1&start=99411&end=166217
Salinispora	Unknown	RJA3005	NZ_JALPRT010000061.1	7625	22600	lap	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000061.1&start=7625&end=22600
Salinispora	Unknown	RJA3005	NZ_JALPRT010000063.1	0	23009	t1pks	true	linearmycin A/linearmycin B/linearmycin C/linearmycin C	33	BGC0002072	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000063.1&start=0&end=23009
Salinispora	Unknown	RJA3005	NZ_JALPRT010000066.1	0	11818	terpene	true		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000066.1&start=0&end=11818
Salinispora	Unknown	RJA3005	NZ_JALPRT010000009.1	55353	104801	nrps-like t1pks ripp-like hybrid	false	lymphostin/neolymphostinol B/lymphostinol/neolymphostin b	100	BGC0001007	https://antismash-db.secondarymetabolites.org/area?record=NZ_JALPRT010000009.1&start=55353&end=104801
Promicromonospora	Unknown	UTMC 3169	NZ_JAJQMN010000001.1	336977	378087	t3pks	false	alkylresorcinol	100	BGC0000282	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAJQMN010000001.1&start=336977&end=378087
Promicromonospora	Unknown	UTMC 3169	NZ_JAJQMN010000017.1	57327	78212	terpene	false	carotenoid	28	BGC0000636	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAJQMN010000017.1&start=57327&end=78212
Promicromonospora	Unknown	UTMC 3169	NZ_JAJQMN010000004.1	355299	377725	lassopeptide	false	albusnodin	50	BGC0002006	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAJQMN010000004.1&start=355299&end=377725
Promicromonospora	Unknown	UTMC 3169	NZ_JAJQMN010000005.1	301945	332528	ni-siderophore	false	FW0622	37	BGC0002690	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAJQMN010000005.1&start=301945&end=332528
Promicromonospora	Unknown	UTMC 3169	NZ_JAJQMN010000005.1	345351	355753	ectoine	false	ectoine	100	BGC0002052	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAJQMN010000005.1&start=345351&end=355753
Promicromonospora	Unknown	UTMC 3169	NZ_JAJQMN010000007.1	258927	271928	hydrogen-cyanide	false	aborycin	21	BGC0002285	https://antismash-db.secondarymetabolites.org/area?record=NZ_JAJQMN010000007.1&start=258927&end=271928
Micromonospora	Unknown	DSM 45246	NZ_FMCS01000007.1	251599	319262	nrps t1pks nrps-like hybrid	false	crochelin A	12	BGC0002001	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCS01000007.1&start=251599&end=319262
Micromonospora	Unknown	DSM 45246	NZ_FMCS01000002.1	142755	157541	naggn	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCS01000002.1&start=142755&end=157541
Micromonospora	Unknown	DSM 45246	NZ_FMCS01000002.1	721457	742417	terpene	false	phosphonoglycans	3	BGC0000806	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCS01000002.1&start=721457&end=742417
Micromonospora	Unknown	DSM 45246	NZ_FMCS01000006.1	49361	70288	terpene	false	isorenieratene	25	BGC0001456	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCS01000006.1&start=49361&end=70288
Micromonospora	Unknown	DSM 45246	NZ_FMCS01000009.1	104337	125288	terpene	false	tetrachlorizine	13	BGC0002096	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCS01000009.1&start=104337&end=125288
Micromonospora	Unknown	DSM 45246	NZ_FMCS01000005.1	18204	80513	t1pks nrps hybrid	false	desulfoclethramycin/clethramycin	8	BGC0002498	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCS01000005.1&start=18204&end=80513
Micromonospora	Unknown	DSM 45246	NZ_FMCS01000005.1	232147	261926	ni-siderophore	false	desferrioxamine	66	BGC0001453	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCS01000005.1&start=232147&end=261926
Micromonospora	Unknown	DSM 45246	NZ_FMCS01000008.1	158061	199111	t3pks	false	loseolamycin A1/loseolamycin A2	92	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCS01000008.1&start=158061&end=199111
Micromonospora	Unknown	DSM 45246	NZ_FMCS01000003.1	59744	157340	nrps-like t1pks nrp-metallophore nrps pks-like butyrolactone hybrid	false	kedarcidin	36	BGC0000081	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCS01000003.1&start=59744&end=157340
Micromonospora	Unknown	DSM 45246	NZ_FMCS01000003.1	163128	193626	thiopeptide lap rre-containing hybrid	false	echinomycin	11	BGC0000339	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCS01000003.1&start=163128&end=193626
Micromonospora	Unknown	DSM 45246	NZ_FMCS01000001.1	279851	301111	terpene	false	alnumycin A/alnumycin B/alnumycin C/alnumycin P/prealnumycin/thalnumycin A/thalnumycin B/K1115A/1,6-dihydro-8-propylanthraquinone	6	BGC0000195	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCS01000001.1&start=279851&end=301111
Micromonospora	Unknown	DSM 45246	NZ_FMCS01000001.1	448391	470968	lanthipeptide-class-iii	false	SapB	100	BGC0000551	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCS01000001.1&start=448391&end=470968
Micromonospora	Unknown	DSM 45246	NZ_FMCS01000001.1	652644	725157	t2pks	false	xantholipin	14	BGC0000279	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCS01000001.1&start=652644&end=725157
Micromonospora	Unknown	DSM 45246	NZ_FMCS01000001.1	1007727	1041798	napaa	false	diazaquinomycin H/diazaquinomycin J	6	BGC0001848	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCS01000001.1&start=1007727&end=1041798
Micromonospora	Unknown	DSM 45246	NZ_FMCS01000017.1	50123	76495	lanthipeptide-class-i	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCS01000017.1&start=50123&end=76495
Micromonospora	Unknown	DSM 45246	NZ_FMCS01000018.1	1825	26520	terpene ripp-like hybrid	false	lymphostin/neolymphostinol B/lymphostinol/neolymphostin B	33	BGC0001006	https://antismash-db.secondarymetabolites.org/area?record=NZ_FMCS01000018.1&start=1825&end=26520
Micromonospora	Unknown	DSM 45730	NZ_QKUA01000002.1	12383	33292	terpene	false	chelocardin	9	BGC0000208	https://antismash-db.secondarymetabolites.org/area?record=NZ_QKUA01000002.1&start=12383&end=33292
Micromonospora	Unknown	DSM 45730	NZ_QKUA01000002.1	771023	792891	lassopeptide	false	foxicin A/foxicin B/foxicin C/foxicin	4	BGC0001598	https://antismash-db.secondarymetabolites.org/area?record=NZ_QKUA01000002.1&start=771023&end=792891
Micromonospora	Unknown	DSM 45730	NZ_QKUA01000002.1	816171	857221	t3pks	false	loseolamycin A1/loseolamycin A2	92	BGC0002362	https://antismash-db.secondarymetabolites.org/area?record=NZ_QKUA01000002.1&start=816171&end=857221
Micromonospora	Unknown	DSM 45730	NZ_QKUA01000003.1	96098	178124	arylpolyene nrps hybrid	false	kedarcidin	15	BGC0000081	https://antismash-db.secondarymetabolites.org/area?record=NZ_QKUA01000003.1&start=96098&end=178124
Micromonospora	Unknown	DSM 45730	NZ_QKUA01000003.1	410376	482937	t2pks	false	paramagnetoquinone 1/paramagnetoquinone 2	25	BGC0001730	https://antismash-db.secondarymetabolites.org/area?record=NZ_QKUA01000003.1&start=410376&end=482937
Micromonospora	Unknown	DSM 45730	NZ_QKUA01000003.1	499428	551389	nrps t1pks hybrid	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_QKUA01000003.1&start=499428&end=551389
Micromonospora	Unknown	DSM 45730	NZ_QKUA01000004.1	131467	161267	ni-siderophore	false	FW0622	87	BGC0002690	https://antismash-db.secondarymetabolites.org/area?record=NZ_QKUA01000004.1&start=131467&end=161267
Micromonospora	Unknown	DSM 45730	NZ_QKUA01000005.1	445415	466351	terpene	false	tetrachlorizine	13	BGC0002096	https://antismash-db.secondarymetabolites.org/area?record=NZ_QKUA01000005.1&start=445415&end=466351
Micromonospora	Unknown	DSM 45730	NZ_QKUA01000006.1	118513	133386	naggn	false		0		https://antismash-db.secondarymetabolites.org/area?record=NZ_QKUA01000006.1&start=118513&end=133386
Micromonospora	Unknown	DSM 45730	NZ_QKUA01000007.1	20146	69469	thioamide-nrp	false	cadaside A/cadaside B	14	BGC0001968	https://antismash-db.secondarymetabolites.org/area?record=NZ_QKUA01000007.1&start=20146&end=69469
Micromonospora	Unknown	DSM 45730	NZ_QKUA01000007.1	93662	114703	terpene	false	phosphonoglycans	3	BGC0000806	https://antismash-db.secondarymetabolites.org/area?record=NZ_QKUA01000007.1&start=93662&end=114703
